Movie Title,Release Date,Release Year,Opening Weekend,Genre ID,Avg Expert Score
Wildflowers,September 1st,2000,5365.00,17,36.8571428571428571
Just One Time,October 20th,2000,5364.00,4,42.0909090909090909
Five Minutes of Heaven,August 21st,2009,5364.00,17,65.0000000000000000
The Contender,October 13th,2000,5363900.00,17,62.6285714285714286
Fleeing by Night,May 3rd,2002,5363.00,17,55.7272727272727273
Fleeing by Night,May 3rd,2002,5363.00,4,55.7272727272727273
Poms,May 10th,2019,5361937.00,17,43.0000000000000000
Marie Antoinette,October 20th,2006,5361050.00,17,65.9189189189189189
Dead Man Down,March 8th,2013,5345250.00,17,45.5833333333333333
Kill Your Darlings,October 18th,2013,53452.00,4,65.6111111111111111
Kill Your Darlings,October 18th,2013,53452.00,17,65.6111111111111111
Titane,October 1st,2021,533397.00,17,77.1521739130434783
The Cut,September 18th,2015,5327.00,17,57.6250000000000000
A Talking Picture,December 10th,2004,5325.00,17,75.9285714285714286
Pride and Prejudice and Zombies,February 5th,2016,5324240.00,4,49.0000000000000000
Just Looking,October 13th,2000,5324.00,17,51.9000000000000000
Borgman,June 6th,2013,5317.00,17,69.1363636363636364
Not Easily Broken,January 9th,2009,5314278.00,4,47.7222222222222222
Not Easily Broken,January 9th,2009,5314278.00,17,47.7222222222222222
Virgin,September 3rd,2004,5310.00,17,52.7500000000000000
The Secret Life of Words,December 15th,2006,5309.00,17,69.5454545454545455
Creation,January 22nd,2010,53073.00,17,57.2142857142857143
Simon Magus,March 9th,2001,5307.00,4,53.0000000000000000
Simon Magus,March 9th,2001,5307.00,17,53.0000000000000000
The Hunt,March 13th,2020,5304455.00,17,77.6333333333333333
The Infiltrator,July 13th,2016,5303775.00,17,66.6052631578947368
The Perfect Man,June 17th,2005,5300980.00,4,34.3793103448275862
Testament of Youth,June 5th,2015,53008.00,17,75.6176470588235294
Bodied,November 2nd,2018,53000.00,17,75.0454545454545455
Human Nature,March 13th,2019,5294.00,17,60.1000000000000000
Wild Rose,June 21st,2019,52938.00,17,80.2500000000000000
Big Bad Love,February 22nd,2002,5293.00,17,55.7500000000000000
What Goes Up,May 29th,2009,5290.00,17,23.8000000000000000
Heights,June 17th,2005,52885.00,17,61.8800000000000000
Towelhead,September 12th,2008,52823.00,17,61.0000000000000000
Music Within,October 26th,2007,52744.00,17,57.3333333333333333
Music Within,October 26th,2007,52744.00,4,57.3333333333333333
Sabotage,March 28th,2014,5272444.00,17,45.9032258064516129
Tuck Everlasting,October 11th,2002,5268764.00,17,70.1111111111111111
Tuck Everlasting,October 11th,2002,5268764.00,4,70.1111111111111111
The Sisterhood of Night,April 10th,2015,5264.00,17,63.1250000000000000
The Post,December 22nd,2017,526011.00,17,82.4705882352941176
Breath,June 1st,2018,5258.00,17,71.6666666666666667
Skateland,May 13th,2011,5254.00,17,56.6923076923076923
Italian for Beginners,January 18th,2002,52536.00,17,76.3214285714285714
Italian for Beginners,January 18th,2002,52536.00,4,76.3214285714285714
Meet Dave,July 11th,2008,5251918.00,4,48.6153846153846154
The Girl in the Book,December 11th,2015,5249.00,17,69.5555555555555556
Land of the Blind,June 16th,2006,5244.00,17,38.0000000000000000
The Diary of a Teenage Girl,August 7th,2015,52334.00,17,86.7714285714285714
The Diary of a Teenage Girl,August 7th,2015,52334.00,4,86.7714285714285714
Moonrise Kingdom,May 25th,2012,522996.00,4,83.8837209302325581
Moonrise Kingdom,May 25th,2012,522996.00,17,83.8837209302325581
Let the Fire Burn,October 2nd,2013,5226.00,17,85.0666666666666667
Out of the Furnace,December 4th,2013,5220288.00,17,65.4000000000000000
Steve Jobs,October 9th,2015,521522.00,17,80.3555555555555556
Take Shelter,September 30th,2011,52041.00,17,85.0000000000000000
Brothers of the Head,July 28th,2006,5203.00,17,68.0000000000000000
I Capture the Castle,July 11th,2003,51970.00,17,65.4137931034482759
I Capture the Castle,July 11th,2003,51970.00,4,65.4137931034482759
Sydney White,September 21st,2007,5196380.00,4,50.4285714285714286
Heaven,October 4th,2002,51909.00,17,68.7741935483870968
Heaven,October 4th,2002,51909.00,4,68.7741935483870968
The Other Man,September 11th,2009,51909.00,17,40.2500000000000000
Stillwater,2020 (Canceled) by ,2021,5188150.00,17,62.2439024390243902
Who We Are Now,May 25th,2018,5188.00,17,82.0000000000000000
Battle of the Sexes,September 22nd,2017,518332.00,17,73.3695652173913043
The Ledge,July 8th,2011,5176.00,17,37.2142857142857143
Labor Day,January 31st,2014,5175282.00,17,56.8837209302325581
Van Helsing,May 7th,2004,51748040.00,17,41.2368421052631579
"Paul, Apostle of Christ",March 23rd,2018,5172585.00,17,54.5454545454545455
Silo,May 7th,2021,51689.00,17,52.8571428571428571
Super Size Me,May 7th,2004,516641.00,17,75.4054054054054054
A History of Violence,September 23rd,2005,515992.00,17,81.8648648648648649
Blue Jay,October 7th,2016,5159.00,17,71.3125000000000000
Hidden Figures,December 25th,2016,515499.00,17,75.2765957446808511
The Front Runner,November 6th,2018,51543.00,17,65.4772727272727273
Pure,June 10th,2003,5154.00,17,71.8181818181818182
Pitch Perfect,September 28th,2012,5149433.00,4,68.5151515151515152
The Last Five Years,February 13th,2015,51475.00,17,60.8571428571428571
The Last Five Years,February 13th,2015,51475.00,4,60.8571428571428571
Let Me In,October 1st,2010,5147479.00,4,79.8857142857142857
Let Me In,October 1st,2010,5147479.00,17,79.8857142857142857
The Rum Diary,October 28th,2011,5135369.00,17,60.5405405405405405
Entertainment,November 13th,2015,5132.00,17,66.0000000000000000
Six Minutes to Midnight,March 26th,2020,51315.00,17,52.5263157894736842
8 Mile,November 8th,2002,51240555.00,17,76.5263157894736842
Esther Kahn,March 1st,2002,5124.00,17,51.8333333333333333
Joshua,July 6th,2007,51233.00,17,71.8400000000000000
The Hate U Give,October 5th,2018,512035.00,17,80.7045454545454545
Brooklyn Lobster,October 21st,2005,5120.00,17,56.9090909090909091
Play the Game,February 27th,2009,51197.00,4,39.6666666666666667
Delgo,December 12th,2008,511920.00,4,33.9000000000000000
The Painted Veil,December 20th,2006,51085.00,17,71.9696969696969697
The Painted Veil,December 20th,2006,51085.00,4,71.9696969696969697
Bohemian Rhapsody,November 2nd,2018,51061119.00,17,54.1000000000000000
Prometheus,June 8th,2012,51050101.00,17,66.8372093023255814
The Look of Love,July 5th,2013,5105.00,17,59.4500000000000000
Beasts of No Nation,October 16th,2015,51003.00,17,79.0666666666666667
The Perfect Game,April 16th,2010,510000.00,17,47.8947368421052632
Slutty Summer,June 10th,2005,5094.00,4,37.1428571428571429
Slutty Summer,June 10th,2005,5094.00,17,37.1428571428571429
Elle,November 11th,2016,50934.00,17,86.3611111111111111
Arctic,February 1st,2019,50878.00,17,72.8125000000000000
Dough,February 12th,2016,50871.00,17,50.9285714285714286
Griff the Invisible,August 19th,2011,5087.00,4,51.5000000000000000
Griff the Invisible,August 19th,2011,5087.00,17,51.5000000000000000
Off the Map,March 11th,2005,50865.00,17,69.3571428571428571
One Day,August 19th,2011,5079566.00,4,53.4634146341463415
Doubt,December 12th,2008,507226.00,17,72.4166666666666667
The Joneses,April 16th,2010,507082.00,17,59.2333333333333333
In Between Days,June 27th,2007,5065.00,17,75.1000000000000000
Aberdeen,August 17th,2001,5065.00,17,79.3529411764705882
Abandon,October 18th,2002,5064077.00,17,42.6153846153846154
Like Me,January 26th,2018,5064.00,17,63.5454545454545455
The Brown Bunny,August 27th,2004,50601.00,17,53.1666666666666667
Song to Song,March 17th,2017,50559.00,4,56.6764705882352941
Song to Song,March 17th,2017,50559.00,17,56.6764705882352941
Gypsy 83,April 16th,2004,5054.00,17,52.7692307692307692
Simon Killer,April 5th,2013,5054.00,17,64.6666666666666667
Dunkirk,July 21st,2017,50513488.00,17,91.7924528301886792
The World to Come,February 12th,2021,50384.00,17,71.1000000000000000
A Hidden Life,December 13th,2019,50383.00,4,81.0454545454545455
A Hidden Life,December 13th,2019,50383.00,17,81.0454545454545455
Good Dick,October 10th,2008,5036.00,4,57.0909090909090909
Good Dick,October 10th,2008,5036.00,17,57.0909090909090909
Snow Cake,April 27th,2007,5030.00,17,58.9333333333333333
Gozu,July 30th,2004,5030.00,17,60.5263157894736842
Snow Cake,April 27th,2007,5030.00,4,58.9333333333333333
The Gunman,March 20th,2015,5028702.00,17,43.7804878048780488
Young Adam,April 16th,2004,50278.00,17,69.7500000000000000
After the Wedding,August 9th,2019,50264.00,17,79.7241379310344828
Or,June 3rd,2005,5022.00,17,68.4166666666666667
A Quiet Place,April 6th,2018,50203562.00,17,81.6727272727272727
Flight of the Phoenix,December 17th,2004,5019430.00,17,51.7500000000000000
Knockaround Guys,October 11th,2002,5016852.00,17,36.8076923076923077
Come Early Morning,November 10th,2006,50160.00,4,65.5625000000000000
Come Early Morning,November 10th,2006,50160.00,17,65.5625000000000000
King Kong,December 14th,2005,50130145.00,17,81.8717948717948718
King Kong,December 14th,2005,50130145.00,4,81.8717948717948718
Ghost Town,September 19th,2008,5012315.00,4,72.6333333333333333
The Claim,December 29th,2000,5009.00,17,63.1071428571428571
The Claim,December 29th,2000,5009.00,4,63.1071428571428571
The Great Gatsby,May 10th,2013,50085184.00,4,58.2666666666666667
The Great Gatsby,May 10th,2013,50085184.00,17,58.2666666666666667
Burnt,October 30th,2015,5002341.00,17,47.7500000000000000
Waltz with Bashir,December 25th,2008,50021.00,17,89.5454545454545455
Pathfinder,April 13th,2007,5001214.00,17,35.0000000000000000
The Lobster,March 25th,2015,50003.00,4,81.6590909090909091
The Lobster,March 25th,2015,50003.00,17,81.6590909090909091
Timbuktu,January 28th,2014,50000.00,17,90.6451612903225806
Alice,May 15th,2020,5000.00,4,71.7272727272727273
Alice,May 15th,2020,5000.00,17,71.7272727272727273
The Tracker,January 16th,2002,4993.00,17,73.1875000000000000
Monos,September 13th,2019,49843.00,17,79.1111111111111111
The Tree,July 15th,2011,4983.00,17,60.6500000000000000
The Tree,July 15th,2011,4983.00,4,60.6500000000000000
Bread and Roses,May 11th,2001,49662.00,17,61.4736842105263158
Tehran Taboo,February 14th,2017,4962.00,17,74.7500000000000000
American Psycho,April 14th,2000,4961015.00,17,65.5142857142857143
Downsizing,December 22nd,2017,4954287.00,17,64.7083333333333333
Taken 2,October 5th,2012,49514769.00,17,48.9142857142857143
Whole New Thing,April 6th,2007,4949.00,17,55.9090909090909091
Nocturnal Animals,November 18th,2016,492648.00,17,69.5555555555555556
The Kids Are All Right,July 9th,2010,491971.00,17,84.5128205128205128
Pawn Shop Chronicles,July 12th,2013,4915.00,17,31.2000000000000000
Reprise,May 16th,2008,49060.00,17,79.5600000000000000
The Majestic,December 21st,2001,4904339.00,17,37.6666666666666667
The Majestic,December 21st,2001,4904339.00,4,37.6666666666666667
Flower,March 16th,2018,48919.00,17,48.7500000000000000
Changeling,October 24th,2008,489015.00,17,66.8421052631578947
Little Otik,December 21st,2001,4887.00,17,74.9230769230769231
Torn,October 18th,2013,4881.00,17,61.6666666666666667
Something New,February 3rd,2006,4879736.00,17,65.8214285714285714
Something New,February 3rd,2006,4879736.00,4,65.8214285714285714
Green Street Hooligans,September 9th,2005,48760.00,17,58.1818181818181818
The Cured,February 23rd,2018,4875.00,17,61.1000000000000000
Batman Begins,June 15th,2005,48745440.00,17,72.6829268292682927
Children of Invention,March 12th,2010,4874.00,17,67.5000000000000000
Putty Hill,February 18th,2011,4868.00,17,77.9090909090909091
The Miseducation of Cameron Post,August 3rd,2018,48638.00,4,71.8888888888888889
The Miseducation of Cameron Post,August 3rd,2018,48638.00,17,71.8888888888888889
Pariah,December 28th,2011,48579.00,17,79.7352941176470588
The Young Unknowns,April 11th,2003,4855.00,17,45.6666666666666667
Wish I Was Here,July 18th,2014,484401.00,17,48.4705882352941176
Half of a Yellow Sun,May 16th,2014,4843.00,17,54.6000000000000000
Half of a Yellow Sun,May 16th,2014,4843.00,4,54.6000000000000000
Pieces of April,October 17th,2003,48422.00,17,72.5277777777777778
The United States of Leland,April 2nd,2004,48384.00,17,43.4814814814814815
Vanity Fair,September 1st,2004,4833900.00,17,58.0975609756097561
Vanity Fair,September 1st,2004,4833900.00,4,58.0975609756097561
The Day I Became a Woman,April 6th,2001,48255.00,17,83.7916666666666667
Before the Rains,May 9th,2008,48159.00,17,52.1578947368421053
Before the Rains,May 9th,2008,48159.00,4,52.1578947368421053
The Wendell Baker Story,May 18th,2007,48120.00,4,48.4000000000000000
The Wendell Baker Story,May 18th,2007,48120.00,17,48.4000000000000000
Kitchen Stories,February 20th,2004,48103.00,17,76.1212121212121212
Freak Show,January 12th,2018,4809.00,17,56.3000000000000000
Down the Shore,April 5th,2013,4808.00,4,53.2857142857142857
Down the Shore,April 5th,2013,4808.00,17,53.2857142857142857
Court,July 15th,2015,4806.00,17,83.4166666666666667
The One I Love,August 22nd,2014,48059.00,17,67.6296296296296296
The One I Love,August 22nd,2014,48059.00,4,67.6296296296296296
Head Over Heels,February 2nd,2001,4804595.00,4,35.6800000000000000
First Position,May 4th,2012,48024.00,17,73.3636363636363636
The Fault in Our Stars,June 6th,2014,48002523.00,4,70.6222222222222222
The Fault in Our Stars,June 6th,2014,48002523.00,17,70.6222222222222222
Goya in Bordeaux,September 15th,2000,47962.00,17,64.2500000000000000
The Imitation Game,November 28th,2014,479352.00,17,74.3469387755102041
Gayby,October 12th,2012,4792.00,17,64.4444444444444444
The Dead Girl,December 29th,2006,4789.00,17,68.7619047619047619
A Real Young Girl,June 1st,2001,4788.00,17,59.0000000000000000
Unforgettable,April 21st,2016,4785431.00,17,49.4074074074074074
Sleepwalking,March 14th,2008,47762.00,17,44.5416666666666667
The Light Between Oceans,September 2nd,2016,4765838.00,4,63.4772727272727273
The Light Between Oceans,September 2nd,2016,4765838.00,17,63.4772727272727273
The Longest Yard,May 27th,2005,47606480.00,17,52.4571428571428571
The Last Duel,October 15th,2021,4759151.00,17,70.2200000000000000
Sex and Lucia,July 12th,2002,47591.00,17,68.2857142857142857
Sex and Lucia,July 12th,2002,47591.00,4,68.2857142857142857
The Personal History of David Copperfield,August 28th,2020,475800.00,17,78.3589743589743590
Lizzie,September 14th,2018,47580.00,17,60.9375000000000000
The Edge of Seventeen,November 18th,2016,4754215.00,17,77.1052631578947368
The Words,September 7th,2012,4750894.00,4,43.6000000000000000
The Words,September 7th,2012,4750894.00,17,43.6000000000000000
Donkey Punch,January 23rd,2009,4744.00,17,47.1666666666666667
Roger Dodger,October 25th,2002,47431.00,17,76.6363636363636364
Infinitely Polar Bear,June 19th,2015,47398.00,17,66.4375000000000000
Light From Light,November 1st,2019,4719.00,17,76.7857142857142857
Seberg,December 13th,2020,47180.00,17,56.6785714285714286
The Kite Runner,December 14th,2007,471713.00,17,66.2352941176470588
The Kite Runner,December 14th,2007,471713.00,4,66.2352941176470588
Prom,April 29th,2011,4712638.00,17,55.7083333333333333
Brick Lane,June 20th,2008,47124.00,17,64.7600000000000000
In the Land of Women,April 20th,2007,4712341.00,4,53.1034482758620690
In the Land of Women,April 20th,2007,4712341.00,17,53.1034482758620690
Quartet,January 11th,2012,47122.00,17,66.6111111111111111
Richard Jewell,December 13th,2019,4705265.00,17,69.5652173913043478
"Bless Me, Ultima",February 22nd,2013,470109.00,17,63.2941176470588235
Memoria,April 8th,2016,47.00,17,89.1481481481481481
Lean on Pete,April 6th,2018,46975.00,17,79.0000000000000000
The Opportunists,August 11th,2000,46967.00,17,71.9166666666666667
The Opportunists,August 11th,2000,46967.00,4,71.9166666666666667
Imaginary Heroes,December 17th,2004,4696.00,17,57.0312500000000000
The Clearing,July 2nd,2004,469318.00,17,63.5000000000000000
Bright Young Things,August 20th,2004,46926.00,17,65.5312500000000000
Transamerica,December 2nd,2006,46908.00,17,68.3783783783783784
Battle in Seattle,September 19th,2008,46903.00,17,57.8235294117647059
Troy,May 14th,2004,46865412.00,4,60.0232558139534884
Judy Berlin,February 25th,2000,46800.00,17,75.1666666666666667
The Glass Castle,August 11th,2017,4678548.00,17,59.2750000000000000
Rocks in My Pockets,September 3rd,2014,4674.00,17,78.6000000000000000
Post Tenebras Lux,May 1st,2012,4674.00,17,67.1500000000000000
Domino,October 14th,2005,4670120.00,17,41.2222222222222222
Storm Boy,April 5th,2019,46676.00,17,66.1428571428571429
Thirteen Days,December 22nd,2000,46668.00,17,70.8064516129032258
Mary Magdalene,April 12th,2018,46646.00,17,50.2083333333333333
Fifty Shades Darker,February 10th,2017,46607250.00,17,37.3333333333333333
Fifty Shades Darker,February 10th,2017,46607250.00,4,37.3333333333333333
Super,April 1st,2011,46549.00,17,54.7777777777777778
The Many Saints of Newark,October 1st,2021,4651571.00,17,63.6458333333333333
The Salvation,February 27th,2014,4651.00,17,65.5789473684210526
Whip It,October 2nd,2009,4650812.00,17,70.1562500000000000
Crush,April 5th,2002,46469.00,4,44.1333333333333333
Crush,April 5th,2002,46469.00,17,44.1333333333333333
Beach Rats,August 25th,2017,46451.00,17,78.8620689655172414
Better Living Through Chemistry,March 14th,2014,46435.00,17,46.6666666666666667
And So It Goes,July 25th,2014,4642329.00,17,43.7741935483870968
And So It Goes,July 25th,2014,4642329.00,4,43.7741935483870968
American Skin,January 15th,2021,46410.00,17,31.5000000000000000
The Man from Elysian Fields,September 27th,2002,46353.00,17,60.0769230769230769
The Man from Elysian Fields,September 27th,2002,46353.00,4,60.0769230769230769
The White Countess,December 21st,2005,46348.00,17,64.5666666666666667
The White Countess,December 21st,2005,46348.00,4,64.5666666666666667
Corpus Christi,February 14th,2019,4632.00,17,78.6000000000000000
Ashby,September 25th,2015,4631.00,17,51.0000000000000000
Ashby,September 25th,2015,4631.00,4,51.0000000000000000
Charlotte Gray,December 28th,2001,46271.00,4,53.1785714285714286
Charlotte Gray,December 28th,2001,46271.00,17,53.1785714285714286
Sleuth,October 12th,2007,46265.00,17,53.1333333333333333
Downhill,February 14th,2020,4622018.00,17,54.2307692307692308
The Rocket,January 10th,2014,4621.00,17,73.6000000000000000
Head in the Clouds,September 17th,2004,46133.00,17,45.6666666666666667
Head in the Clouds,September 17th,2004,46133.00,4,45.6666666666666667
Meet the Fockers,December 22nd,2004,46120980.00,4,46.5588235294117647
Vitalina Varela,February 21st,2019,4612.00,17,86.0909090909090909
Peeples,May 10th,2013,4611534.00,4,54.9615384615384615
The Hateful Eight,December 25th,2015,4610676.00,17,70.4705882352941176
Center Stage,May 12th,2000,4604621.00,17,56.3030303030303030
Material Girls,August 18th,2006,4603121.00,4,24.9166666666666667
Filth and Wisdom,October 17th,2008,4597.00,17,31.8571428571428571
Filth and Wisdom,October 17th,2008,4597.00,4,31.8571428571428571
Maudie,April 14th,2017,45920.00,4,68.0000000000000000
Maudie,April 14th,2017,45920.00,17,68.0000000000000000
Surveillance,June 26th,2009,4590.00,17,38.7500000000000000
Self Medicated,August 31st,2007,45871.00,17,55.3750000000000000
The Iron Orchard,February 22nd,2019,45863.00,17,47.3333333333333333
The Iron Orchard,February 22nd,2019,45863.00,4,47.3333333333333333
"Lovely, Still",September 10th,2010,4584.00,4,57.0909090909090909
"Lovely, Still",September 10th,2010,4584.00,17,57.0909090909090909
A Quiet Passion,April 14th,2016,45825.00,17,77.5806451612903226
Wonderful World,January 8th,2010,4582.00,17,51.4000000000000000
Wonderful World,January 8th,2010,4582.00,4,51.4000000000000000
Little Birds,August 29th,2012,4574.00,17,45.3333333333333333
Where Hope Grows,May 15th,2015,457287.00,17,45.6250000000000000
In Bruges,February 8th,2008,457227.00,17,70.8823529411764706
The Door in the Floor,July 14th,2004,456876.00,17,68.8421052631578947
A Prairie Home Companion,June 9th,2006,4566293.00,17,74.5263157894736842
Siddharth,June 27th,2014,4564.00,17,73.3000000000000000
The Express,October 4th,2008,4562675.00,17,61.8888888888888889
House of Sand and Fog,December 19th,2003,45572.00,17,72.0731707317073171
Shotgun Stories,December 14th,2007,4553.00,17,77.0666666666666667
The Romantics,September 10th,2010,45527.00,17,47.1500000000000000
The Romantics,September 10th,2010,45527.00,4,47.1500000000000000
Undisputed,August 23rd,2002,4548750.00,17,60.2758620689655172
I Saw the Light,March 25th,2016,45471.00,17,51.2571428571428571
I Saw the Light,March 25th,2016,45471.00,4,51.2571428571428571
Scarlet Diva,August 9th,2002,4547.00,17,52.5833333333333333
The Homesman,November 14th,2014,45433.00,17,69.9069767441860465
Father and Son,June 18th,2004,4541.00,17,66.2941176470588235
The Bookshop,August 24th,2017,45348.00,17,62.5000000000000000
Touching Home,April 30th,2010,45333.00,17,56.2000000000000000
The Hero,June 9th,2017,45317.00,17,64.0357142857142857
Mammoth,November 20th,2009,4531.00,17,53.7500000000000000
Infamous,October 13th,2006,452966.00,17,70.4705882352941176
Beyond the Sea,December 17th,2004,45264.00,17,49.2285714285714286
State Property,January 18th,2002,452028.00,17,15.5000000000000000
Wild Tigers I Have Known,February 28th,2007,4515.00,17,56.1818181818181818
Here on Earth,March 24th,2000,4510705.00,17,32.0833333333333333
Here on Earth,March 24th,2000,4510705.00,4,32.0833333333333333
The House of Mirth,December 22nd,2000,45039.00,17,79.8333333333333333
The House of Mirth,December 22nd,2000,45039.00,4,79.8333333333333333
Down with Love,May 9th,2003,45029.00,4,56.1025641025641026
Rosenstrasse,August 20th,2004,45024.00,17,55.8181818181818182
Zero Day,September 5th,2003,4499.00,17,71.2857142857142857
Mobile Homes,April 20th,2018,449.00,17,56.3000000000000000
The Return,November 10th,2006,4479621.00,17,41.1250000000000000
Monogamy,March 11th,2011,4476.00,17,49.8181818181818182
Gifted,April 7th,2017,446380.00,17,62.2727272727272727
Yosemite,January 1st,2016,4461.00,17,60.4285714285714286
The Astronaut Farmer,February 23rd,2007,4454319.00,17,58.9285714285714286
The Lunchbox,February 28th,2014,44542.00,4,77.0000000000000000
The Lunchbox,February 28th,2014,44542.00,17,77.0000000000000000
In the Mix,November 23rd,2005,4448491.00,4,35.9333333333333333
The Best of Enemies,April 5th,2019,4446190.00,17,53.9200000000000000
Surviving Christmas,October 22nd,2004,4441356.00,4,25.7241379310344828
Liam,September 21st,2001,44399.00,17,74.1200000000000000
Alvin and the Chipmunks,December 14th,2007,44307417.00,17,44.7391304347826087
Look Both Ways,April 14th,2006,4430.00,4,67.2916666666666667
Look Both Ways,April 14th,2006,4430.00,17,67.2916666666666667
Cry Macho,September 17th,2021,4426161.00,17,59.1363636363636364
Pollock,December 15th,2000,44244.00,17,77.9354838709677419
Love Ranch,June 30th,2010,44220.00,17,42.3478260869565217
The Immigrant,May 16th,2014,44064.00,4,77.3823529411764706
The Immigrant,May 16th,2014,44064.00,17,77.3823529411764706
Blaze,August 17th,2018,44050.00,17,76.0000000000000000
Kids in America,October 21st,2005,440228.00,17,41.7500000000000000
Being Flynn,March 2nd,2012,43990.00,17,57.0000000000000000
The Wolfpack,June 12th,2015,43920.00,17,75.7586206896551724
Journey to the Sun,February 9th,2001,4391.00,17,73.8000000000000000
In Our Nature,December 7th,2012,4378.00,17,55.0000000000000000
Loving Jezebel,October 27th,2000,43775.00,4,41.3333333333333333
How to Train Your Dragon,March 26th,2010,43732319.00,17,77.2432432432432432
Noah,March 28th,2014,43720472.00,17,68.8043478260869565
Teen Spirit,April 12th,2019,43620.00,17,59.7916666666666667
A Cure for Wellness,February 17th,2017,4356941.00,17,52.3250000000000000
American Gangster,November 2nd,2007,43565135.00,17,76.3684210526315789
Bang Rajan,August 6th,2004,4354.00,17,61.1578947368421053
Extract,September 4th,2009,4340108.00,4,62.0909090909090909
Blinded by the Light,August 16th,2019,4333305.00,17,72.4545454545454545
Circumstance,August 26th,2011,43318.00,17,67.9166666666666667
Words on Bathroom Walls,August 21st,2020,432968.00,17,64.9166666666666667
Words on Bathroom Walls,August 21st,2020,432968.00,4,64.9166666666666667
Lucky,September 29th,2017,43293.00,17,80.7941176470588235
The Keeping Room,September 25th,2015,4328.00,17,60.4761904761904762
Sicilian Ghost Story,November 30th,2017,4324.00,17,71.3333333333333333
The Overnighters,October 10th,2014,4324.00,17,88.4500000000000000
Sicilian Ghost Story,November 30th,2017,4324.00,4,71.3333333333333333
The Other Side of the Street,February 25th,2005,4316.00,17,66.9444444444444444
Hitch,February 11th,2005,43142214.00,4,61.5833333333333333
Life of a King,January 17th,2014,4304.00,17,53.7142857142857143
November,February 23rd,2018,4300.00,17,51.1153846153846154
Titanic Town,September 1st,2000,42983.00,17,73.8695652173913043
Flag Day,August 20th,2021,42953.00,17,55.0833333333333333
The Perfect Match,March 11th,2016,4294232.00,4,45.2500000000000000
Nicholas Nickleby,December 27th,2002,42864.00,17,73.1562500000000000
Centurion,August 27th,2010,42826.00,17,62.4285714285714286
End of the Spear,January 20th,2006,4281388.00,17,47.7777777777777778
The Children of Huang Shi,May 23rd,2008,42755.00,17,52.7727272727272727
Antlers,October 29th,2021,4271346.00,17,59.7272727272727273
The Battle of Shaker Heights,August 22nd,2003,42569.00,17,41.2727272727272727
The Battle of Shaker Heights,August 22nd,2003,42569.00,4,41.2727272727272727
People Like Us,June 29th,2012,4255423.00,17,52.3225806451612903
The Weather Man,October 28th,2005,4248465.00,17,62.4324324324324324
Dark River,June 29th,2018,4246.00,17,70.7727272727272727
Forever My Girl,January 19th,2018,4245630.00,17,40.7222222222222222
Forever My Girl,January 19th,2018,4245630.00,4,40.7222222222222222
Oyster Farmer,July 29th,2005,4245.00,17,54.7500000000000000
Oyster Farmer,July 29th,2005,4245.00,4,54.7500000000000000
The Tempest,December 10th,2010,42436.00,17,48.9285714285714286
The Tempest,December 10th,2010,42436.00,4,48.9285714285714286
Death Sentence,August 31st,2007,4231321.00,17,41.5416666666666667
The Favourite,November 23rd,2018,422410.00,17,89.0566037735849057
Anger Management,April 11th,2003,42220847.00,4,55.3589743589743590
A Time for Drunken Horses,October 27th,2000,42188.00,17,78.6666666666666667
39 Pounds of Love,November 23rd,2005,4217.00,4,60.6666666666666667
Tesla,August 21st,2020,42165.00,17,67.5666666666666667
The Big Sick,June 23rd,2017,421577.00,17,85.1489361702127660
The Big Sick,June 23rd,2017,421577.00,4,85.1489361702127660
Welcome to the Rileys,October 29th,2010,42145.00,17,53.3333333333333333
Frailty,April 12th,2002,4208655.00,17,65.2812500000000000
CQ,May 24th,2002,42055.00,17,60.9230769230769231
Mortdecai,January 23rd,2015,4200586.00,17,33.5238095238095238
Songcatcher,June 15th,2001,41967.00,17,67.6296296296296296
The Sea,May 16th,2003,4191.00,17,57.1428571428571429
Sweet Land,October 13th,2006,41860.00,17,77.3157894736842105
Sweet Land,October 13th,2006,41860.00,4,77.3157894736842105
44 Inch Chest,January 15th,2010,4185.00,17,50.8888888888888889
Submarine,June 3rd,2011,41832.00,17,75.2432432432432432
Revolver,December 7th,2007,41820.00,17,31.4761904761904762
Brooklyn Rules,May 11th,2007,41811.00,17,54.8461538461538462
Novocaine,November 16th,2001,418098.00,17,50.9629629629629630
Eulogy,October 15th,2004,41788.00,17,39.5000000000000000
Last Night in Soho,October 29th,2021,4178460.00,17,67.4727272727272727
I Am Sam,December 28th,2001,41779.00,17,36.0303030303030303
Seven Psychopaths,October 12th,2012,4174915.00,17,67.1627906976744186
Zero Dark Thirty,December 19th,2012,417150.00,17,91.7391304347826087
Happy Feet,November 17th,2006,41533432.00,4,76.9333333333333333
Munich,December 23rd,2005,4152260.00,17,77.2051282051282051
Four Lions,November 5th,2010,41512.00,17,69.8214285714285714
Rubberneck,February 22nd,2013,4150.00,17,60.2857142857142857
Red Flag,February 22nd,2013,4150.00,4,67.0000000000000000
Notes on a Scandal,December 25th,2006,414487.00,17,73.6857142857142857
Black Snake Moan,March 2nd,2007,4143199.00,17,57.4117647058823529
Juno,December 5th,2007,413869.00,17,82.7631578947368421
The Perfect Storm,June 30th,2000,41325042.00,17,63.3333333333333333
The Perfect Storm,June 30th,2000,41325042.00,4,63.3333333333333333
Drift,March 29th,2002,4132.00,17,40.7000000000000000
